generation,best_score
0,0.3778518518518518
1,0.3775555555555556
2,0.25281481481481477
3,0.19888888888888884
4,0.04614814814814816
5,0.14703703703703702
6,0.01903703703703702
7,0.14925925925925926
8,0.013407407407407423
9,0.04362962962962963
10,0.008222222222222242
11,0.04244444444444445
12,0.06644444444444447
13,0.0759259259259259
14,0.4089629629629629
15,0.4128148148148148
16,0.3591851851851852
17,0.30822222222222223
18,0.33962962962962967
19,0.3331111111111111
20,0.3479259259259259
21,0.14570370370370372
22,0.11844444444444446
23,0.14540740740740743
24,0.15251851851851855
25,0.07474074074074072
26,0.14199999999999996
27,0.056518518518518523
28,0.025555555555555554
29,0.11266666666666664
30,0.1342962962962963
31,0.16111111111111115
32,0.0825925925925926
33,0.05711111111111111
34,0.061555555555555586
35,0.0745925925925926
36,0.06022222222222223
37,0.024370370370370376
38,0.01222222222222219
39,0.025407407407407434
40,0.2754814814814815
41,0.20881481481481481
42,0.2713333333333333
43,0.12407407407407406
44,0.06925925925925924
45,0.04051851851851851
46,0.07785185185185184
47,0.05607407407407411
48,0.010444444444444423
49,0.030296296296296266
50,0.013851851851851837
51,0.00037037037037035425
52,0.04748148148148146
53,0.0021481481481481213
54,0.026296296296296318
55,0.04777777777777775
56,0.013407407407407423
57,0.014888888888888896
58,0.04955555555555552
59,0.003777777777777769
60,0.02466666666666667
61,0.01518518518518519
62,0.007333333333333358
63,0.07770370370370366
64,0.020222222222222197
65,0.40511111111111114
66,0.4033333333333334
67,0.3876296296296296
68,0.030148148148148146
69,0.004370370370370358
70,0.0015555555555555323
71,0.01948148148148149
72,0.013111111111111073
73,0.04733333333333334
74,0.0018518518518518268
75,0.004666666666666652
76,0.011185185185185187
77,0.0285185185185185
78,0.07355555555555554
79,0.006444444444444475
80,0.049259259259259225
81,0.11029629629629628
82,0.09474074074074074
83,0.0034814814814814743
84,0.15562962962962962
85,0.0451111111111111
86,0.06511111111111112
87,0.19340740740740742
88,0.1643703703703704
89,0.18155555555555558
90,0.2662962962962963
91,0.258
92,0.2280740740740741
93,0.20674074074074075
94,0.1854074074074074
95,0.1643703703703704
96,0.11859259259259253
97,0.09296296296296297
98,0.0951851851851852
99,0.048518518518518516
100,0.027481481481481496
101,0.0008148148148148238
102,0.06703703703703706
103,0.09444444444444444
104,0.07118518518518518
105,0.1462962962962963
106,0.10792592592592593
107,0.00896296296296295
108,0.06614814814814812
109,0.005259259259259297
110,0.08437037037037037
111,0.11962962962962964
112,0.026444444444444437
113,0.028666666666666674
114,0.014000000000000012
115,0.008370370370370361
116,0.0015555555555555323
117,0.04688888888888887
118,0.01844444444444443
119,0.011333333333333306
120,0.034888888888888914
121,0.018740740740740724
122,0.03059259259259256
123,0.026148148148148143
124,0.12718518518518512
125,0.0011111111111111183
126,0.008518518518518536
127,0.06748148148148148
128,0.09000000000000002
129,0.03296296296296297
130,0.04066666666666663
131,0.18170370370370365
132,0.02051851851851849
133,0.11192592592592593
134,0.058148148148148115
135,0.14777777777777779
136,0.007037037037037064
137,0.04555555555555557
138,0.039629629629629626
139,0.07192592592592595
140,0.04200000000000004
141,0.03607407407407409
142,0.06748148148148148
143,0.10170370370370369
144,0.08333333333333331
145,0.1648148148148148
146,0.03340740740740744
147,0.06392592592592594
148,0.11607407407407411
149,0.28585185185185186
150,0.08244444444444449
151,0.008370370370370361
152,0.06022222222222223
153,0.040222222222222215
154,0.0020000000000000018
155,0.06170370370370365
156,0.04792592592592593
157,0.003925925925925888
158,0.15251851851851855
159,0.15177777777777773
160,0.4513333333333333
161,0.4054074074074074
162,0.40451851851851856
163,0.07607407407407407
164,0.11548148148148152
165,0.024814814814814845
166,0.058592592592592585
167,0.0033333333333332993
168,0.16614814814814816
169,0.0534074074074074
170,0.011481481481481481
171,0.0507407407407407
172,0.06659259259259259
173,0.0017037037037037073
174,0.0523703703703704
175,0.0017037037037037073
176,0.019185185185185194
177,0.04185185185185186
178,0.05577777777777776
179,0.03533333333333333
180,0.22896296296296298
181,0.11903703703703705
182,0.03355555555555556
183,0.02525925925925926
184,0.15014814814814814
185,0.12703703703703706
186,0.06511111111111112
187,0.12288888888888888
188,0.08348148148148149
189,0.14970370370370373
190,0.06407407407407412
191,0.13933333333333336
192,0.11681481481481476
193,0.12985185185185183
194,0.06970370370370366
195,0.07503703703703707
196,0.1465925925925926
197,0.11518518518518522
198,0.123037037037037
199,0.04155555555555557
200,0.05118518518518522
201,0.07829629629629625
202,0.0871851851851852
203,0.0028888888888888853
204,0.027481481481481496
205,0.04066666666666663
206,0.004074074074074063
207,0.05088888888888887
208,0.0523703703703704
209,0.01948148148148149
210,0.2731111111111111
211,0.1959259259259259
212,0.01770370370370372
213,0.07014814814814818
214,0.043333333333333335
215,0.04822222222222222
216,0.028666666666666674
217,0.011333333333333306
218,0.030740740740740735
219,0.011777777777777776
220,0.06762962962962965
221,0.027037037037037026
222,0.029259259259259263
223,0.042592592592592626
224,0.07874074074074078
225,0.12022222222222223
226,0.1508888888888889
227,0.0325185185185185
228,0.06022222222222223
229,0.03992592592592592
230,0.029259259259259263
231,0.0014074074074074128
232,0.03740740740740739
233,0.016074074074074074
234,0.014740740740740776
235,0.019925925925925903
236,0.09637037037037038
237,0.03162962962962962
238,0.018740740740740724
239,0.15266666666666667
240,0.06644444444444447
241,0.04466666666666669
242,0.012962962962962954
243,0.05118518518518522
244,0.11992592592592594
245,0.003925925925925888
246,0.023777777777777787
247,0.042740740740740746
248,0.04955555555555552
249,0.11918518518518523
250,0.019333333333333313
251,0.01577777777777778
252,0.0006666666666666488
253,0.0022962962962962963
254,0.020666666666666667
255,7.407407407405975e-05
256,0.07251851851851854
257,0.017111111111111132
258,0.1529629629629629
259,0.12511111111111112
260,0.18837037037037035
261,0.0745925925925926
262,0.022740740740740728
263,0.009111111111111125
264,0.006592592592592594
265,0.02155555555555555
266,0.00896296296296295
267,0.013407407407407423
268,0.0033333333333332993
269,0.0188888888888889
270,0.004074074074074063
271,0.004962962962962947
272,0.013851851851851837
273,0.01222222222222219
274,0.026148148148148143
275,0.09874074074074074
276,0.010000000000000009
277,0.016666666666666663
278,0.01829629629629631
279,0.11459259259259258
280,0.24496296296296297
281,0.04451851851851851
282,0.10229629629629627
283,0.13903703703703701
284,0.01770370370370372
285,0.11696296296296299
286,0.0914814814814815
287,0.12333333333333335
288,0.018592592592592605
289,0.1305925925925926
290,0.15103703703703703
291,0.04570370370370369
292,0.13977777777777778
293,0.07814814814814813
294,0.2793333333333333
295,0.2425925925925926
296,0.23637037037037037
297,0.24525925925925926
298,0.2494074074074074
299,0.178
300,0.19992592592592595
301,0.17503703703703705
302,0.10081481481481486
303,0.07711111111111107
304,0.009851851851851834
305,0.08481481481481484
306,0.2297037037037037
307,0.09740740740740744
308,0.020666666666666667
309,0.04466666666666669
310,0.08348148148148149
311,0.12407407407407406
312,0.02570370370370373
313,0.019925925925925903
314,0.029111111111111088
315,0.11977777777777782
316,0.03459259259259262
317,0.0271851851851852
318,0.024814814814814845
319,0.1959259259259259
320,0.010740740740740717
321,0.08170370370370372
322,0.017259259259259252
323,0.06392592592592594
324,0.017111111111111132
325,0.10007407407407409
326,0.057555555555555526
327,0.005407407407407416
328,0.19311111111111112
329,0.04999999999999999
330,0.17414814814814816
331,0.22274074074074074
332,0.055925925925925934
333,0.06570370370370371
334,0.049111111111111105
335,0.14703703703703702
336,0.034296296296296325
337,0.02229629629629626
338,0.011333333333333306
339,0.0523703703703704
340,0.1295555555555556
341,0.03592592592592592
342,0.07192592592592595
343,0.11399999999999999
344,0.1163703703703704
345,0.1217037037037037
346,0.05948148148148147
347,0.0732592592592593
348,0.033851851851851855
349,0.028666666666666674
350,0.02155555555555555
351,0.0748888888888889
352,0.02777777777777779
353,0.07251851851851854
354,0.05681481481481482
355,0.0018518518518518268
356,0.020370370370370372
357,0.06422222222222224
358,0.045999999999999985
359,0.14703703703703702
360,0.04792592592592593
361,0.05296296296296299
362,0.10762962962962958
363,0.10170370370370369
364,0.20629629629629626
365,0.20481481481481484
366,0.0957777777777778
367,0.03903703703703704
368,0.036962962962962975
369,0.023185185185185198
370,0.01562962962962966
371,0.08481481481481484
372,0.15755555555555556
373,0.18422222222222223
374,0.1605185185185185
375,0.13503703703703707
376,0.15666666666666668
377,0.11177777777777781
378,0.014296296296296307
379,0.03592592592592592
380,0.29103703703703704
381,0.3265925925925926
382,0.17133333333333328
383,0.2317777777777778
384,0.00037037037037035425
385,0.07207407407407401
386,0.09311111111111109
387,0.019925925925925903
388,0.03266666666666668
389,0.025851851851851848
390,0.04748148148148146
391,0.19044444444444447
392,0.012370370370370365
393,0.10081481481481486
394,0.40718518518518515
395,0.29740740740740745
396,0.10333333333333333
397,0.15192592592592596
398,0.21029629629629631
399,0.10629629629629633
400,0.07340740740740742
401,0.12733333333333335
402,0.14600000000000002
403,0.043333333333333335
404,0.07207407407407401
405,0.0839259259259259
406,0.014296296296296307
407,0.06851851851851848
408,0.09059259259259261
409,0.15044444444444444
410,0.08111111111111113
411,0.026888888888888907
412,0.05711111111111111
413,0.039185185185185156
414,0.006592592592592594
415,0.08200000000000002
416,0.03888888888888886
417,0.014000000000000012
418,0.04807407407407405
419,0.09962962962962957
420,0.10881481481481475
421,0.01518518518518519
422,0.13592592592592595
423,0.016814814814814838
424,0.0925185185185185
425,0.045407407407407396
426,0.0440740740740741
427,0.0646666666666667
428,0.1246666666666667
429,0.2178518518518518
430,0.46081481481481484
431,0.48422222222222217
432,0.35000000000000003
433,0.13266666666666665
434,0.0354814814814815
435,0.27014814814814814
436,0.10362962962962963
437,0.031481481481481444
438,0.01903703703703702
439,0.09177777777777779
440,0.12348148148148147
441,0.08614814814814814
442,0.025407407407407434
443,0.06022222222222223
444,0.011629629629629601
445,0.07518518518518519
446,0.0440740740740741
447,0.14911111111111114
448,0.05177777777777781
449,0.18496296296296294
450,0.2006666666666666
451,0.2981481481481481
452,0.15740740740740738
453,0.2768148148148148
